raw_text,merchant,category
VPA tatasky@fbpe Tata Sky,Tata Sky,Utilities
VPA mt9318692npx@hdfcbank Mr MONIKA GAJENDRA SINGH,MONIKA GAJENDRA SINGH,Transfer
VPA jr0344442pyk@ybl Mr KRRISH RAMESH SINGH,KRRISH RAMESH SINGH,Transfer
VPA paytm.n1l51flm@pthdfc ANGEL BROKING,Angel Broking,Investment
VPA mcdonald.bova.hfd@hdfcbank MCDONALDS,McDonalds,Food
VPA subway.vasi.dlp@okbizaxis SUBWAY,Subway,Food
VPA 8986143410@ibl Dominos,Dominos,Food
VPA bharatpe.5fkpa2tvmxqyjrof@fbpe Mrs SWATI GAJENDRA MALHOTRA,SWATI GAJENDRA MALHOTRA,Transfer
VPA paytm.pwvy9rm@pthdfc MOBIKWIK,MobiKwik,Payments
VPA 5536668459@icici SBI MUTUAL FUND,SBI Mutual Fund,Investment
VPA paytm.c8yc8gz@pthdfc KUVERA,Kuvera,Investment
VPA spotify.68633414@oksbi Spotify,Spotify,Subscription
VPA milkbasket.47230461@apl MILKBASKET,Milkbasket,Groceries
VPA mobikwik@validhdfc Mobikwik,MobiKwik,Payments
VPA harish7316@okhdfcbank Mrs HARISH CHAUHAN,HARISH CHAUHAN,Transfer
VPA zomato@axl Zomato,Zomato,Food
VPA paytmqr2twdkvb@ptys VI VODAFONE,Vi Vodafone,Utilities
VPA gpay-6088050171@axisbank Netmeds,Netmeds,Health
VPA gpay-6592024617@ybl Dr SIMRAN REDDY,SIMRAN REDDY,Transfer
VPA billdesk.wtat@ibl BILLDESK,BillDesk,Payments
VPA 9450053424@hdfcbank AMAZON PRIME,Amazon Prime,Subscription
VPA bharatpe.f7n2elmv5e71g4ea@fbpe SANDEEP GAFUR DESAI,SANDEEP GAFUR DESAI,Transfer
VPA gpay-5402635582@ibl Dr GOPAL RAVISHANKAR MALHOTRA,GOPAL RAVISHANKAR MALHOTRA,Transfer
VPA pizzahut.rkux@okicici PIZZA HUT,Pizza Hut,Food
VPA paytmqr6veuga@paytm Upgrad,upGrad,Education
VPA paytm.mwebnvg@paytm DMART,DMart,Groceries
VPA foodxpre.yrt@validhdfc Food Xpress,Food Xpress,Food
VPA paytmqr3jmdc@pthdfc SONYLIV,SonyLIV,Subscription
VPA paytmqr1ymtzv@pty PRACTO,Practo,Health
VPA paytm.il4n7s@paytm Google Pay,Google Pay,Payments
VPA paytm.jwp8djkl@ptybl GLOBAL MEDICAL,Global Medical,Health
VPA ci0211901xbv@ibl Mr ROHIT KULKARNI,ROHIT KULKARNI,Transfer
VPA bharatpe.0lqbyg6g04jgsqof@fbpe Ms SHREYA PATEL,SHREYA PATEL,Transfer
VPA phonepe-7790552866@ibl RAHUL PATEL,RAHUL PATEL,Transfer
VPA phonepe-2543412301@ptys Mr ROHIT MEHTA,ROHIT MEHTA,Transfer
VPA naturebask.76212021@validhdfc Nature Basket,Nature Basket,Groceries
VPA paytm.pq0v4p@ptybl Paytm,Paytm,Payments
VPA gpay-1839826224@ybl MISAL RESTAURANT A,Misal Restaurant,Food
VPA 4573532366@ptybl ARJUN YADAV,ARJUN YADAV,Transfer
VPA meesho.05865094@apl MEESHO,Meesho,Shopping
VPA bharatpe.rutvlyjmwuocs224@fbpe Mr PALLAVI DILIP NAIR,PALLAVI DILIP NAIR,Transfer
VPA paytm.mfn3eh@paytm Next Billion Technology,Next Billion Technology,Investment
VPA razorpay.78524914@okaxis RAZORPAY,Razorpay,Payments
VPA 7277382646@sbi BOOKMYSHOW,BookMyShow,Entertainment
VPA paytm.sdvn1x@pty Rapido,Rapido,Transport
VPA paytm.x63gaguv@ptys PHARMEASY,PharmEasy,Health
VPA paytmqr6vmffy@pthdfc Groww Invest Tech,Groww Invest Tech,Investment
VPA gpay-0673231829@oksbi NIKHIL RAJU RAO,NIKHIL RAJU RAO,Transfer
VPA paytm.ydjwt695@pty GLOBAL MEDICAL,Global Medical,Health
VPA gpay-9341722329@okicici Next Billion Technology,Next Billion Technology,Investment
VPA paytm.dfqbvh@pthdfc WINZO,WinZo,Entertainment
VPA madhuri7230@okaxis Mr MADHURI GAFUR TIWARI,MADHURI GAFUR TIWARI,Transfer
VPA paytmqr0uzffa@paytm Apollo Pharmacy,Apollo Pharmacy,Health
VPA 7190172224@axisbank Mr SHREYA VERMA,SHREYA VERMA,Transfer
VPA spotify.zyv@okhdfcbank Spotify,Spotify,Subscription
VPA paytm.wkx1s9@pthdfc AXIS MUTUAL FUND,Axis Mutual Fund,Investment
VPA paytmqr5spjcln@pty Water Bill,Water Bill,Utilities
VPA bharatpe.b0515f9mz99zjuk9@fbpe Mr KAVYA SINGH GAWAND,KAVYA SINGH GAWAND,Transfer
VPA ritudube507-4@hdfcbank RITU SINGH DUBEY,RITU SINGH DUBEY,Transfer
VPA phonepe-9751613696@okicici Mcdonalds,McDonalds,Food
VPA unacademy.74381199@axisbank UNACADEMY,Unacademy,Education
VPA croma.dwi@validhdfc CROMA,Croma,Shopping
VPA phonepe-0612034717@axl AJIO,AJIO,Shopping
VPA ub0596257vox@okhdfcbank GAURAV RAVISHANKAR CHAUTALA,GAURAV RAVISHANKAR CHAUTALA,Transfer
VPA disneyhots@ibl DISNEY HOTSTAR,Disney Hotstar,Subscription
VPA paytmqr6gkoyx@pthdfc Zerodha,Zerodha,Investment
VPA gpay-9194096105@ibl SNAPDEAL,Snapdeal,Shopping
VPA 8428910771@icici Next Billion Technology,Next Billion Technology,Investment
VPA qp5300622dde@okbizaxis Ms SONIA RAVISHANKAR RAO,SONIA RAVISHANKAR RAO,Transfer
VPA globalmedi.23426834@icici Global Medical,Global Medical,Health
VPA bt0906053ato@ibl Ms ARJUN DUBEY,ARJUN DUBEY,Transfer
VPA bharatpe.2vp6f0o7y4xbbmzj@fbpe SANDEEP SINGH PANDEY,SANDEEP SINGH PANDEY,Transfer
VPA paytmqr3rsamd@pty Barbeque Nation,Barbeque Nation,Food
VPA harshitmeht488@ybl HARSHIT KUMAR MEHTA,HARSHIT KUMAR MEHTA,Transfer
VPA groww@okbizaxis GROWW,Groww,Investment
VPA meesho.jdxm@validicici MEESHO,Meesho,Shopping
VPA mobikwik.7060717481131765@okbizaxis MobiKwik,MobiKwik,Payments
VPA tatacliq.64168622@axb Tata Cliq,Tata Cliq,Shopping
VPA paytm.j3dnkn35@pty BARBEQUE NATION,Barbeque Nation,Food
VPA paytmqr7tuyg@pty BYJUS,Byjus,Education
VPA shettysan852@oksbi Mrs SANDEEP SHETTY,SANDEEP SHETTY,Transfer
VPA 1607337543@okhdfcbank Zomato,Zomato,Food
VPA paytm.s3tayb5@ptys NETMEDS,Netmeds,Health
VPA byjus.odht@sbi BYJUS,Byjus,Education
VPA phonepe-3898469081@okbizaxis PRACTO,Practo,Health
VPA sk7368205tjd@sbi Dr SUNITA GAJENDRA DESAI,SUNITA GAJENDRA DESAI,Transfer
VPA paytmqr5qcxhm@pty BSNL,BSNL,Utilities
VPA phonepe-3149135775@sbi Amazon,Amazon,Shopping
VPA 0524808806@axl MANOJ LAL MISHRA,MANOJ LAL MISHRA,Transfer
VPA bigbaske.ibu4.djl@icici Bigbasket,BigBasket,Groceries
VPA gasbill@apl GAS BILL,Gas Bill,Utilities
VPA reddypriya14@axl Mrs PRIYA RAJU REDDY,PRIYA RAJU REDDY,Transfer
VPA bookmyshow.11633194@axl BOOKMYSHOW,BookMyShow,Entertainment
VPA bharatpe.0tw87s34876ke1q5@fbpe Mr HARSHIT LAL SHAH,HARSHIT LAL SHAH,Transfer
VPA reliancedi@sbi RELIANCE DIGITAL,Reliance Digital,Shopping
VPA paytm.vox5fl2m@paytm WATER BILL,Water Bill,Utilities
VPA paytmqr8strjbr@pthdfc EatClub,EatClub,Food
VPA paytmqr6vcloc@paytm NATURE BASKET,Nature Basket,Groceries
VPA electricit@icici ELECTRICITY BILL,Electricity Bill,Utilities
VPA bharatpe.9dbk4epbo01717hv@fbpe Mrs NIKHIL KUMAR ANSARI,NIKHIL KUMAR ANSARI,Transfer
VPA paytm.yk6p0n1@pthdfc Airtel,Airtel,Utilities
VPA paytm.v3m0xo3@pty Tata Sky,Tata Sky,Utilities
VPA phonepe-4979695867@okhdfcbank BOOKMYSHOW,BookMyShow,Entertainment
VPA paytm.t9dhsz@pthdfc AIR INDIA,Air India,Transport
VPA pizzahut.5269495888794705@sbi PIZZA HUT,Pizza Hut,Food
VPA gpay-8733930493@ptys Dr AMIT SINGH SINGH,AMIT SINGH SINGH,Transfer
VPA bharatpe.9nbav4vjhp60iq7s@fbpe ANJALI GAJENDRA JOSHI,ANJALI GAJENDRA JOSHI,Transfer
VPA ou8623760xnh@okbizaxis Dr RAJESH SOLANKI,RAJESH SOLANKI,Transfer
VPA paytm.b6qdy4@pthdfc SUBWAY,Subway,Food
VPA bharatpe.5naypwlieoxvku8y@fbpe Ms PRIYA DILIP KAPOOR,PRIYA DILIP KAPOOR,Transfer
VPA zomato.cyr@ybl ZOMATO,Zomato,Food
VPA paytmqr5vxpt@pthdfc INDIGO,IndiGo,Transport
VPA paytm.qob537qo@pthdfc Groww,Groww,Investment
VPA razorpay.txd@icici Razorpay,Razorpay,Payments
VPA 6908776618@okhdfcbank Irctc,IRCTC,Transport
VPA divyameht993-2@okicici Ms DIVYA GAFUR MEHTA,DIVYA GAFUR MEHTA,Transfer
VPA snehagupt039@okicici Dr SNEHA RAMESH GUPTA,SNEHA RAMESH GUPTA,Transfer
VPA freshmenu.wabq@icici Freshmenu,FreshMenu,Food
VPA bharatpe.6zp1wz2nar3shlx0@fbpe Mrs AMIT VERMA,AMIT VERMA,Transfer
VPA paytmqr8wnxas@ptybl DMART,DMart,Groceries
VPA zerodha.tken@axb Zerodha,Zerodha,Investment
VPA paytm.tccasbuo@ptybl FLIPKART,Flipkart,Shopping
VPA bharatpe.c8d6ji874u77w9a8@fbpe Ms SHREYA SAYYED,SHREYA SAYYED,Transfer
VPA paytmqr1ytkay@pthdfc ACT FIBERNET,ACT Fibernet,Utilities
VPA phonepe-1830617893@oksbi JIO,Jio,Utilities
VPA paytm.a9fq9te@ptys CLEARTRIP,Cleartrip,Transport
VPA paytm.ar94sz2@pthdfc AJIO,AJIO,Shopping
VPA hotelshi.zpgu.ufa@okbizaxis Hotel Shiv Sagar,Hotel Shiv Sagar,Food
VPA spotify.jqr@axb Spotify,Spotify,Subscription
VPA krrishgupt184@ibl Ms KRRISH KUMAR GUPTA,KRRISH KUMAR GUPTA,Transfer
VPA paytmqr0eosmkc@ptys UPSTOX,Upstox,Investment
VPA paytmqr8dctlb@ptybl RAZORPAY,Razorpay,Payments
VPA gpay-5705458971@sbi GLOBAL MEDICAL,Global Medical,Health
VPA sharmakunal2322@axisbank Mrs KUNAL SHARMA,KUNAL SHARMA,Transfer
VPA paytmqr8elwbp@paytm MOBIKWIK,MobiKwik,Payments
VPA nykaa.66341638@hdfcbank NYKAA,Nykaa,Shopping
VPA mukhtar21986@axl Dr MUKHTAR RAVISHANKAR KULKARNI,MUKHTAR RAVISHANKAR KULKARNI,Transfer
VPA zerodha.5634108562884318@rapl Zerodha,Zerodha,Investment
VPA phonepe-6388214584@okaxis Mr ARJUN AJAYKUMAR VERMA,ARJUN AJAYKUMAR VERMA,Transfer
VPA airtel.11616202@apl AIRTEL,Airtel,Utilities
VPA rj2925468kdl@hdfcbank GOPAL SINGH NAIR,GOPAL SINGH NAIR,Transfer
VPA collegefee.afoe@ybl COLLEGE FEES,College Fees,Education
VPA flipkart.rmpq@validhdfc Flipkart,Flipkart,Shopping
VPA paytmqr1rlpbj@pty Icici Prudential,ICICI Prudential,Investment
VPA bsnl.fvnn.pas@axisbank Bsnl,BSNL,Utilities
VPA gpay-2958292361@okicici Google Pay,Google Pay,Payments
VPA googlepay@validhdfc Google Pay,Google Pay,Payments
VPA paytm.haeldwq@paytm UNACADEMY,Unacademy,Education
VPA paytm.o92mtr@ptybl Zepto,Zepto,Groceries
VPA 1mg.11110961@axb 1MG,1mg,Health
VPA irctc.03202041@validicici IRCTC,IRCTC,Transport
VPA paytm.nmdf7f@paytm RAPIDO,Rapido,Transport
VPA paytmqr2vdaiz@paytm Reliance Digital,Reliance Digital,Shopping
VPA paytmqr7olkvgj@pthdfc Bsnl,BSNL,Utilities
VPA paytmqr2qryapu@paytm Bookmyshow,BookMyShow,Entertainment
VPA paytmqr4ajdxi@paytm Freshmenu,FreshMenu,Food
VPA axismutu.0171302321298338@oksbi AXIS MUTUAL FUND,Axis Mutual Fund,Investment
VPA phonepe-6165812920@axisbank SURESH PATIL,SURESH PATIL,Transfer
VPA phonepe@validicici PHONEPE,PhonePe,Payments
VPA paytmqr4egskqg@ptybl NEXT BILLION TECHNOLOGY,Next Billion Technology,Investment
VPA phonepe-7722660256@oksbi PAYTM,Paytm,Payments
VPA paytm.jzx25q@ptys OLA,Ola,Transport
VPA dmart.vgv@oksbi DMART,DMart,Groceries
VPA bharatpe.0qvhzjkthkg2n968@fbpe SNEHA RAVISHANKAR KAPOOR,SNEHA RAVISHANKAR KAPOOR,Transfer
VPA paytm.ltq1s05@ptybl MEESHO,Meesho,Shopping
VPA paytm.pss8jlt@ptys Kuvera,Kuvera,Investment
VPA bharatpe.1b20uc87nxp0jf6d@fbpe Dr BHERU GAJENDRA SHAH,BHERU GAJENDRA SHAH,Transfer
VPA electric.64pk.jow@okbizaxis Electricity Bill,Electricity Bill,Utilities
VPA paytm.jcvbph@ptybl MakeMyTrip,MakeMyTrip,Transport
VPA uber.oroa@sbi Uber,Uber,Transport
VPA gpay-9371240659@axl MISAL RESTAURANT,Misal Restaurant,Food
VPA practo.4117309850344651@axl PRACTO,Practo,Health
VPA paytm.mosyeo@ptybl SpiceJet,SpiceJet,Transport
VPA paytmqr4auqg@paytm Zomato,Zomato,Food
VPA applemedia.26170243@axb APPLE MEDIA,Apple Media Services,Subscription
VPA paytm.w6mouze@pthdfc GAS BILL,Gas Bill,Utilities
VPA varunpati302-4@axl Mrs VARUN AJAYKUMAR PATIL,VARUN AJAYKUMAR PATIL,Transfer
VPA gpay-9679089843@icici Mr SHWETA RAMESH CHAUHAN,SHWETA RAMESH CHAUHAN,Transfer
VPA spicejet.06479695@icici SpiceJet,SpiceJet,Transport
VPA paytm.rk8s2x@paytm YouTube Premium,YouTube Premium,Subscription
VPA pvrcinemas.qpnn@fbpe PVR Cinemas,PVR Cinemas,Entertainment
VPA haldiram.u1rs.ogo@axisbank HALDIRAMS,Haldirams,Food
VPA 2372055033@okicici Mr PALLAVI LAL MISHRA,PALLAVI LAL MISHRA,Transfer
VPA iciciprude.veac@icici ICICI L,ICICI Prudential,Investment
VPA phonepe-6693801184@hdfcbank MYNTRA,Myntra,Shopping
VPA 0244654677@okicici Mrs BHERU DILIP SHETTY,BHERU DILIP SHETTY,Transfer
VPA 2622822512@okbizaxis WINZO,WinZo,Entertainment
VPA bharatpe.2yotos87mvz01sos@fbpe Ms DEEPAK LAL SHARMA,DEEPAK LAL SHARMA,Transfer
VPA inox@hdfcbank INOX,INOX,Entertainment
VPA uber.rpc@validicici UBER,Uber,Transport
VPA oe6441119mfo@hdfcbank Mrs GEETA PATIL,GEETA PATIL,Transfer
VPA netmeds.auoa@validicici NETMEDS,Netmeds,Health
VPA 4905097592@okhdfcbank MUTUAL FUNDS R,Mutual Funds ICCL,Investment
VPA unacademy.qllw@okicici Unacademy,Unacademy,Education
VPA paytmqr1cfmvlb@ptys Medical Store,Medical Store,Health
VPA ola.9500975197128478@oksbi OLA,Ola,Transport
VPA arnav0655@okbizaxis Mr ARNAV RAVISHANKAR RAO,ARNAV RAVISHANKAR RAO,Transfer
VPA bharatpe.hu25z8kq86ynii88@fbpe Mr KAVYA NAIR,KAVYA NAIR,Transfer
VPA paytm.zr424t@pthdfc GROWW,Groww,Investment
VPA swiggy.tek@hdfcbank Swiggy,Swiggy,Food
VPA mj6271358skg@axl Mr SWATI PRASAD KULKARNI,SWATI PRASAD KULKARNI,Transfer
VPA 2008943468@axisbank ZERODHA,Zerodha,Investment
VPA dunzo.imim@axisbank Dunzo,Dunzo,Food
VPA gpay-1918261990@sbi Blinkit,Blinkit,Groceries
VPA paytm.lol5u7@pthdfc HDFC Securities,HDFC Securities,Investment
VPA paytm.ipicerhn@ptys Axis Mutual Fund,Axis Mutual Fund,Investment
VPA snapdeal@rapl SNAPDEAL,Snapdeal,Shopping
VPA paytmqr9glxdqy@paytm IRCTC,IRCTC,Transport
VPA nbcvikhrol.gfqx@axisbank NBC VIKHROLI,NBC Vikhroli,Food
VPA paytmqr7tiri@paytm PVR Cinemas,PVR Cinemas,Entertainment
VPA zy1231905ldg@ybl Ms AAKASH RAVISHANKAR VERMA,AAKASH RAVISHANKAR VERMA,Transfer
VPA gpay-4707392013@icici Mrs MANOJ LAL YADAV,MANOJ LAL YADAV,Transfer
VPA paytm.bhsa7hez@pthdfc ZEPTO,Zepto,Groceries
VPA qc7535821axo@sbi Ms SWATI SAYYED,SWATI SAYYED,Transfer
VPA paytmqr2dhuk@pty INDIGO,IndiGo,Transport
VPA tarun57898@oksbi Mrs TARUN DILIP SAXENA,TARUN DILIP SAXENA,Transfer
VPA gpay-7031207356@okbizaxis NYKAA,Nykaa,Shopping
VPA dominos@okhdfcbank DOMINOS,Dominos,Food
VPA phonepe.uk94.gqw@okhdfcbank PhonePe,PhonePe,Payments
VPA paytmqr4ztyn@pthdfc JIO CINEMA,Jio Cinema,Subscription
VPA 5799136621@okaxis Flipkart,Flipkart,Shopping
VPA hotelshi.9113529096561014@okbizaxis HOTEL SHIV SAGAR,Hotel Shiv Sagar,Food
VPA netflix@apl NETFLIX,Netflix,Subscription
VPA desaideepak6108@okicici Dr DEEPAK AJAYKUMAR DESAI,DEEPAK AJAYKUMAR DESAI,Transfer
VPA paytm.heyce4q@pty MAKEMYTRIP,MakeMyTrip,Transport
VPA paytmqr7ydni@paytm DISNEY HOTSTAR,Disney Hotstar,Subscription
VPA tatasky.8obs.xxz@apl TATA SKY,Tata Sky,Utilities
VPA coursera.2nr4.eie@validhdfc Coursera,Coursera,Education
VPA amazon.jnh@icici Amazon,Amazon,Shopping
VPA gpay-8680002578@oksbi PIZZA HUT,Pizza Hut,Food
VPA udemy@apl Udemy,Udemy,Education
VPA spotify@rapl SPOTIFY,Spotify,Subscription
VPA paytm.e9x22j7q@pthdfc Dream11,Dream11,Entertainment
VPA 2069804204@axisbank TATA CLIQ,Tata Cliq,Shopping
VPA blinkit.inf@ybl BLINKIT,Blinkit,Groceries
VPA paytmqr1amlf@ptys Air India,Air India,Transport
VPA myntra.49027703@apl Myntra,Myntra,Shopping
VPA paytmqr1hnvdxa@paytm Zee5,ZEE5,Subscription
VPA reddygopal67@axisbank Mrs GOPAL KUMAR REDDY,GOPAL KUMAR REDDY,Transfer
VPA nbcvikhrol.wdmb@validhdfc Nbc Vikhroli,NBC Vikhroli,Food
VPA paytm.hkh0uhk@ptybl Apple Media Services,Apple Media Services,Subscription
VPA jq1584826jdk@ybl Mr AMIT DILIP KUMAR,AMIT DILIP KUMAR,Transfer
VPA paytm.ivsyxbb@pty YOUTUBE PREMIUM,YouTube Premium,Subscription
VPA bharatpe.ljrnjcgwcd9jc1yl@fbpe Ms MUKHTAR DUMANE,MUKHTAR DUMANE,Transfer
VPA gk1995171jwy@axisbank Mr SONIA KUMAR YADAV,SONIA KUMAR YADAV,Transfer
VPA pvrcinemas.72760153@icici PVR CINEMAS,PVR Cinemas,Entertainment
VPA gpay-7086665622@oksbi Dr GEETA RAMESH VERMA,GEETA RAMESH VERMA,Transfer
VPA bharatpe.wnv2mk48j4e3qabc@fbpe Ms SACHIN NAIK,SACHIN NAIK,Transfer
VPA ola.32723865@validhdfc OLA,Ola,Transport
VPA paytmqr6mjkbsh@pty DISNEY HOTSTAR,Disney Hotstar,Subscription
VPA box8.voli@sbi Box8,Box8,Food
VPA po0010898ifa@okaxis Ms DEEPAK RAMESH DESAI,DEEPAK RAMESH DESAI,Transfer
VPA paytm.a4d24n9y@pty Disney Hotstar,Disney Hotstar,Subscription
VPA paytm.wz0ljch@ptybl ZEPTO,Zepto,Groceries
VPA phonepe-0898138815@oksbi Mrs SHWETA LAL SOLANKI,SHWETA LAL SOLANKI,Transfer
VPA 1256523734@axl Pvr Cinemas,PVR Cinemas,Entertainment
VPA paytmqr2hkdzur@pthdfc SCHOOL FEES,School Fees,Education
VPA paytm.dr59c81@ptys INDIGO,IndiGo,Transport
VPA paytmqr6wmjo@ptys BIGBASKET,BigBasket,Groceries
VPA bharatpe.6vilvqkxbi6jjtb8@fbpe Dr SUNITA RAMESH GUPTA,SUNITA RAMESH GUPTA,Transfer
VPA paytmqr0imuxok@ptybl PHARMEASY,PharmEasy,Health
VPA eatclub.shi@validhdfc Eatclub,EatClub,Food
VPA cafecoff.1459332727956878@ibl Cafe Coffee Day,Cafe Coffee Day,Food
VPA bl8211602rrq@sbi Mrs SURESH DESAI,SURESH DESAI,Transfer
VPA paytmqr4wwgrom@pty Dmart,DMart,Groceries
VPA gpay-7575844198@ibl STARBUCKS,Starbucks,Food
VPA paytm.doe9419q@ptybl Cafe Coffee Day,Cafe Coffee Day,Food
VPA indigo.pdl@ybl Indigo,IndiGo,Transport
VPA gpay-3934362620@ybl GROWW INVEST TECH,Groww Invest Tech,Investment
VPA growwinves@sbi GROWW INVEST TECH,Groww Invest Tech,Investment
VPA shwetashin321@ibl Mrs SHWETA PRASAD SHINDE,SHWETA PRASAD SHINDE,Transfer
VPA be9718236bad@ibl Dr MANISH KUMAR DUMANE,MANISH KUMAR DUMANE,Transfer
VPA mpl.npn@axl MPL,MPL,Entertainment
VPA paytmqr4qkcir@ptybl Freshmenu,FreshMenu,Food
VPA 7439742925@okicici PhonePe,PhonePe,Payments
VPA snapdeal@okhdfcbank Snapdeal,Snapdeal,Shopping
VPA ow4670675bqd@icici Dr ANITA LAL SHAH,ANITA LAL SHAH,Transfer
VPA paytmqr1lfhfac@ptybl RAPIDO,Rapido,Transport
VPA phonepe-6173997046@ybl INOX,INOX,Entertainment
VPA paytm.li71a57@ptys MPL,MPL,Entertainment
VPA hx4845593pic@okaxis Dr KAVYA PRASAD MALHOTRA,KAVYA PRASAD MALHOTRA,Transfer
VPA paytmqr0wrej@paytm Milkbasket,Milkbasket,Groceries
VPA uber.7729343010713966@okicici UBER,Uber,Transport
VPA faasos.dtp@okbizaxis FAASOS,Faasos,Food
VPA malhotranikh595@oksbi NIKHIL MALHOTRA,NIKHIL MALHOTRA,Transfer
VPA gpay-1863878294@ibl MEESHO,Meesho,Shopping
VPA gpay-7208496498@ibl Pharmeasy,PharmEasy,Health
VPA paytmqr9zcrg@ptys ZEPTO,Zepto,Groceries
VPA paytm.e3gu7g@pthdfc ZEE5,ZEE5,Subscription
VPA eatclub.9367632016328708@okbizaxis EATCLUB,EatClub,Food
VPA gpay-9678274117@okbizaxis GAS BILL,Gas Bill,Utilities
VPA paytmqr2nhxppz@ptybl GROWW INVEST TECH,Groww Invest Tech,Investment
VPA paytm.urmqyz@paytm TATA SKY,Tata Sky,Utilities
VPA paytmqr7xgqkj@paytm Bigbasket,BigBasket,Groceries
VPA groww.gdu@sbi GROWW,Groww,Investment
VPA barbeque.kb68.mcm@oksbi BARBEQUE NATION,Barbeque Nation,Food
VPA neha739@sbi Mrs NEHA RAMESH DUMANE,NEHA RAMESH DUMANE,Transfer
VPA paytm.njonou9@pty FOOD XPRESS,Food Xpress,Food
VPA paytmqr1ufoqgk@ptybl ANGEL BROKING,Angel Broking,Investment
VPA bharatpe.ssumh0znsgwoc419@fbpe KRRISH KUMAR AGARWAL,KRRISH KUMAR AGARWAL,Transfer
VPA meesho.4350313650249163@okhdfcbank MEESHO,Meesho,Shopping
VPA paytm.cfkhmy4s@pthdfc ZOMATO,Zomato,Food
VPA paytmqr0pzcnap@pthdfc Netflix,Netflix,Subscription
VPA paytm.d65b4eyq@ptybl GLOBAL MEDICAL,Global Medical,Health
VPA byjus.3230358929880858@okbizaxis BYJUS,Byjus,Education
VPA paytmqr9ahobp@pthdfc JIO CINEMA,Jio Cinema,Subscription
VPA bharatpe.3rwr3ow37gjnxi5p@fbpe Ms SNEHA AJAYKUMAR JAIN,SNEHA AJAYKUMAR JAIN,Transfer
VPA paytmqr6efbaq@paytm Icici,ICICI Prudential,Investment
VPA gpay-5182606888@okicici DISNEY HOTSTAR,Disney Hotstar,Subscription
VPA phonepe-5643502385@okhdfcbank PRACTO,Practo,Health
VPA paytmqr8jskb@pty MEDICAL STORE,Medical Store,Health
VPA paytm.icgjc3@pthdfc AMAZON,Amazon,Shopping
VPA billdesk.55078967@ibl Billdesk,BillDesk,Payments
VPA paytmqr1ywvosz@ptybl MYNTRA,Myntra,Shopping
VPA paytm.l58rhn@ptybl HOTEL SHIV,Hotel Shiv Sagar,Food
VPA 8938911908@axisbank AIR INDIA,Air India,Transport
VPA paytm.rfe9up@pthdfc Cleartrip,Cleartrip,Transport
VPA hdfcsecu.4652170730337933@axb HDFC Securities,HDFC Securities,Investment
VPA disneyho.1312920875102932@oksbi DISNEY HOTSTAR,Disney Hotstar,Subscription
VPA paytmqr3grpw@pty Nbc Vikhroli,NBC Vikhroli,Food
VPA bharatpe.fdtnbs5xrga3l710@fbpe Mr SWATI SINGH YADAV,SWATI SINGH YADAV,Transfer
VPA preetising196@ybl Mrs PREETI LAL SINGH,PREETI LAL SINGH,Transfer
VPA paytm.035n.zbl@validhdfc PAYTM,Paytm,Payments
VPA paytm.ui6kti@paytm 1Mg,1mg,Health
VPA paytm.sl2ug05w@pty Razorpay,Razorpay,Payments
VPA phonepe-5650448183@oksbi INDIGO,IndiGo,Transport
VPA gpay-3223998213@hdfcbank Mr SHWETA AJAYKUMAR RAO,SHWETA AJAYKUMAR RAO,Transfer
VPA zomato.yuhs@rapl Zomato,Zomato,Food
VPA hotelshivs.apfp@fbpe Hotel Shiv E,Hotel Shiv Sagar,Food
VPA paytmqr0cjcavy@pty ZEE5,ZEE5,Subscription
VPA phonepe-1551305570@ibl Mr MADHURI DUBEY,MADHURI DUBEY,Transfer
VPA nykaa.72829979@validhdfc Nykaa,Nykaa,Shopping
VPA bharatpe.dghbtmpt1uv94c8m@fbpe Mrs MEERA RAVISHANKAR GAWAND,MEERA RAVISHANKAR GAWAND,Transfer
VPA 9042597927@okaxis TATA CLIQ,Tata Cliq,Shopping
VPA 4774349021@sbi BIGBASKET,BigBasket,Groceries
VPA paytmqr2yqlor@ptys GOOGLE PAY,Google Pay,Payments
VPA netmeds.vdz@validhdfc NETMEDS,Netmeds,Health
VPA gpay-4205493296@hdfcbank Starbucks,Starbucks,Food
VPA mobikwik.msk@rapl MOBIKWIK,MobiKwik,Payments
VPA redbus@icici REDBUS,RedBus,Transport
VPA bharatpe.gkndr07vo79i3evj@fbpe Ms SACHIN MEHTA,SACHIN MEHTA,Transfer
VPA bharatpe.lg49ffqokvc4gtjs@fbpe SIDDHARTH KUMAR PANDEY,SIDDHARTH KUMAR PANDEY,Transfer
VPA ka2000532ofk@okicici Mr NEHA CHAUTALA,NEHA CHAUTALA,Transfer
VPA phonepe-4231220994@icici Reliance Digital,Reliance Digital,Shopping
VPA nextbill.8466845504892673@rapl Next Billion Technology,Next Billion Technology,Investment
VPA paytmqr5ddtz@ptys RAZORPAY,Razorpay,Payments
VPA phonepe-0842431983@ybl Mrs RAHUL AJAYKUMAR SHARMA,RAHUL AJAYKUMAR SHARMA,Transfer
VPA bharatpe.znhe8ifxdnm655ck@fbpe Dr HARSHIT AJAYKUMAR AGARWAL,HARSHIT AJAYKUMAR AGARWAL,Transfer
VPA snapdeal.4577600490824043@ibl SNAPDEAL,Snapdeal,Shopping
VPA indigo.kmrg@okaxis Indigo,IndiGo,Transport
